Player,Nation,Pos,Squad,Age,Born,90s,Comp,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Take Ons - Attempted,Succ,Succ%,Tkld,Tkld%,Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - Final 1/3 Entry,Carries - CPA,Carries - Miscontrols,Carries - Dispossessed,Rec,PrgR,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Total - Cmp,Total - Att,Total - Cmp%,TotDist,PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tackles - Tkl,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Dribblers Tackled - Tkl,Att,Tkl%,Total Blocks,Shots Blocked,Passes Blocked,Tkl+Int,Clr,Err,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,SCA,SCA90,SCA - PassLive,SCA - PassDead,SCA - TO,SCA - Sh,SCA - Fld,SCA - Def,GCA,GCA90,GCA - PassLive,GCA - PassDead,GCA - TO,GCA - Sh,GCA - Fld,GCA - Def,Dead,TB,Sw,TI,CK,In,Out,Str,Cmp,Blocks,Season,position_group,Age_Years
Fran Garcia,es ESP,DF,Real Madrid,23,1999,15.5,es La Liga,1148,39,309,464,385,23,1148,18,8,44.4,9,50.0,686,3666,1956,53,30,4,22,8,747,139,2,0,0,10,15,10,60,19,17,0,0,0,104,7,15,31.8,841,997,84.4,12143,3312,518,554,93.5,280,327,85.6,28,68,41.2,5,2.4,1.8,2.6,16,38,14,6,60,25,11,12,2,13,31,41.9,16,3,13,44,28,1,1,9,1,11.1,0.58,0.06,0.11,1.0,20.9,0,0,0,0.5,0.5,0.06,0.5,0.5,34,2.19,32,0,2,0,0,0,4,0.26,4,0,0,0,0,0,129,2,3,122,0,0,0,0,841,20,2023-2024,Defender,23
Gonzalo García,es ESP,"FW,MF",Real Madrid,19,2004,0.2,es La Liga,11,0,2,4,5,1,11,1,0,0.0,1,100.0,8,56,20,1,1,1,0,0,7,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,4,7,57.1,35,7,4,6,66.7,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,0,1,0,0,1,1,100.0,4.74,4.74,0.0,0.0,19.1,0,0,0,0.0,0.0,0.03,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2023-2024,Attacking Midfielders,19
Jastin García,es ESP,FW,Girona,19,2004,0.4,es La Liga,18,0,1,6,11,2,18,2,1,50.0,1,50.0,13,76,48,2,0,1,3,0,15,8,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0.0,7,11,63.6,84,47,5,7,71.4,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,1,1,0,2,1,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,2.81,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2023-2024,Forwards,19
Raúl García,es ESP,"FW,MF",Athletic Club,37,1986,4.7,es La Liga,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15,3,0,0,20,10,5,7,3,6,0,1,0,19,27,19,58.7,79,138,57.2,1102,313,45,66,68.2,19,38,50.0,6,11,54.5,0,0.0,0.6,0.0,0,12,3,0,19,9,2,4,3,4,9,44.4,10,1,9,12,9,0,1,10,1,10.0,2.14,0.21,0.1,1.0,14.3,0,0,0,0.9,0.9,0.09,0.1,0.1,4,0.86,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,79,3,2023-2024,Attacking Midfielders,37
Rubén García,es ESP,"FW,MF",Osasuna,30,1993,17.2,es La Liga,951,19,125,365,466,40,951,31,18,58.1,9,29.0,473,2042,730,16,26,4,31,23,647,117,1,0,0,24,27,6,101,12,18,0,0,0,86,30,36,45.5,519,774,67.1,8222,2306,288,354,81.4,163,217,75.1,55,130,42.3,2,3.3,3.5,-1.3,31,31,26,9,59,32,8,17,7,13,33,39.4,23,3,20,44,23,0,3,28,10,35.7,1.63,0.58,0.11,0.3,18.0,3,0,0,2.3,2.3,0.08,0.7,0.7,65,3.79,36,14,7,2,6,0,5,0.29,4,0,0,0,1,0,82,2,4,7,47,25,16,1,519,32,2023-2024,Attacking Midfielders,30
Santiago García,es ESP,FW,Getafe,21,2001,0.3,es La Liga,16,0,1,4,12,0,16,3,0,0.0,3,100.0,11,55,29,1,1,0,1,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0.0,6,7,85.7,69,40,3,3,100.0,2,3,66.7,0,0,0.0,0,0.0,0.1,0.0,0,0,2,0,2,1,0,0,1,1,1,100.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2023-2024,Forwards,21
Ulisses Garcia,ch SUI,DF,Marseille,27,1996,10.1,fr Ligue 1,658,21,140,309,215,8,658,18,10,55.6,6,33.3,423,2330,1157,21,18,2,9,14,394,66,0,0,0,15,11,0,49,7,16,0,0,0,45,17,10,63.0,449,570,78.8,7183,1975,224,249,90.0,186,233,79.8,27,54,50.0,0,0.9,1.1,-0.9,8,30,7,5,52,21,6,13,2,13,20,65.0,8,3,5,28,13,2,0,11,5,45.5,1.09,0.5,0.0,0.0,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5,18,1.79,12,3,3,0,0,0,0,0.0,0,0,0,0,0,0,109,0,1,91,7,0,7,0,449,13,2023-2024,Defender,27
Unai García,es ESP,DF,Osasuna,31,1992,6.2,es La Liga,259,26,121,124,16,7,259,1,0,0.0,1,100.0,104,379,183,2,2,0,3,3,136,1,6,1,1,9,1,0,5,8,9,0,0,0,21,4,7,36.4,158,202,78.2,3503,1226,46,51,90.2,88,99,88.9,24,49,49.0,0,0.0,0.0,0.0,1,6,0,0,12,12,9,2,1,5,10,50.0,7,1,6,20,18,0,1,2,1,50.0,0.32,0.16,0.5,1.0,14.4,0,0,0,0.1,0.1,0.06,0.9,0.9,2,0.32,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,17,0,6,2,0,0,0,0,158,0,2023-2024,Defender,31
Alejandro Garnacho,ar ARG,FW,Manchester Utd,19,2004,28.5,eng Premier League,1312,13,180,403,741,248,1312,131,48,36.6,63,48.1,940,8034,4211,178,83,102,69,49,1007,281,4,0,0,20,54,15,58,18,15,2,0,0,106,6,25,19.4,675,901,74.9,9269,1365,422,506,83.4,189,233,81.1,34,63,54.0,4,5.1,2.9,-1.1,46,26,22,4,62,22,7,6,9,12,45,26.7,26,2,24,40,18,0,7,100,27,27.0,3.51,0.95,0.07,0.26,15.8,0,0,0,8.4,8.3,0.08,-1.4,-1.3,119,4.17,80,0,13,13,12,1,15,0.53,10,0,1,1,2,1,13,2,4,6,4,2,0,0,675,50,2023-2024,Forwards,19
James Garner,eng ENG,MF,Everton,22,2001,33.4,eng Premier League,1610,83,307,776,549,41,1610,41,19,46.3,16,39.0,736,3856,1657,36,37,5,33,10,857,76,7,0,0,39,44,3,112,45,44,0,0,0,172,23,24,48.9,958,1244,77.0,16067,4432,464,536,86.6,374,437,85.6,90,185,48.6,2,4.6,3.7,-2.6,44,98,24,6,100,83,32,38,13,35,82,42.7,45,14,31,128,47,1,1,41,10,24.4,1.23,0.3,0.02,0.1,22.1,5,0,0,2.7,2.7,0.07,-1.7,-1.7,98,2.94,58,22,3,6,4,5,8,0.24,3,1,0,1,1,2,155,4,6,14,59,55,3,0,958,28,2023-2024,Central Midfielders,22
Luca Garritano,it ITA,"MF,DF",Frosinone,29,1994,5.4,it Serie A,283,13,75,119,91,12,283,5,0,0.0,5,100.0,141,736,310,6,2,1,8,2,173,23,1,0,0,6,7,0,16,4,5,0,0,0,34,3,7,30.0,147,220,66.8,2219,804,82,96,85.4,43,66,65.2,12,32,37.5,0,0.3,0.4,-0.3,4,19,3,1,23,10,7,2,1,5,15,33.3,13,0,13,14,8,1,0,12,3,25.0,2.23,0.56,0.0,0.0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,15,2.78,10,3,0,0,2,0,3,0.56,2,1,0,0,0,0,17,0,2,5,8,3,3,0,147,10,2023-2024,Defensive-Midfielders,29
Yarek Gasiorowski,es ESP,DF,Valencia,18,2005,8.2,es La Liga,415,71,204,157,55,6,415,3,1,33.3,2,66.7,145,562,315,4,7,0,8,1,179,10,1,0,0,11,2,0,6,15,12,0,0,1,15,15,4,78.9,208,292,71.2,3728,1484,95,113,84.1,93,116,80.2,19,54,35.2,0,0.0,0.1,0.0,0,11,0,0,15,22,14,5,3,13,19,68.4,15,8,7,37,50,1,0,1,0,0.0,0.12,0.0,0.0,0.0,15.9,0,0,0,0.0,0.0,0.01,0.0,0.0,5,0.61,2,2,0,1,0,0,0,0.0,0,0,0,0,0,0,57,0,0,48,0,0,0,0,208,6,2023-2024,Defender,18
Johan Gastien,fr FRA,MF,Clermont Foot,35,1988,25.1,fr Ligue 1,1918,70,475,1199,257,9,1918,25,8,32.0,14,56.0,1458,6939,2842,21,27,0,29,9,1353,21,7,0,0,31,29,1,39,36,22,0,0,0,165,17,16,51.5,1408,1706,82.5,26816,8592,537,607,88.5,645,734,87.9,191,302,63.2,0,2.4,2.7,-2.4,32,156,29,2,168,43,18,21,4,23,81,28.4,31,9,22,79,24,4,0,12,5,41.7,0.48,0.2,0.0,0.0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,63,2.51,47,11,0,1,2,2,4,0.16,4,0,0,0,0,0,103,10,12,11,33,12,13,0,1408,21,2023-2024,Central Midfielders,35
Federico Gatti,it ITA,DF,Juventus,25,1998,29.3,it Serie A,1640,122,504,950,201,47,1640,22,9,40.9,10,45.5,963,5225,3233,52,31,1,24,12,1115,43,7,0,0,39,15,0,19,19,19,1,0,2,116,50,31,61.7,1166,1370,85.1,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,0,1.5,1.3,-1.5,10,103,7,5,122,33,16,16,1,19,24,79.2,26,15,11,52,90,1,4,35,7,20.0,1.19,0.24,0.11,0.57,14.3,0,0,0,5.5,5.5,0.16,-1.5,-1.5,29,0.99,23,0,2,2,1,1,2,0.07,1,0,0,1,0,0,71,1,13,48,0,0,0,0,1166,21,2023-2024,Defender,25
Federico Gattoni,ar ARG,"DF,FW",Sevilla,24,1999,0.1,es La Liga,11,1,6,5,0,0,11,0,0,0.0,0,0.0,3,15,12,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,66.7,7,9,77.8,137,21,2,3,66.7,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,1,1,100.0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,7,0,2023-2024,Wing-Back,24
Gavi,es ESP,"MF,FW",Barcelona,18,2004,10.5,es La Liga,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38,5,0,0,31,23,4,8,8,21,0,0,0,44,13,26,33.3,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1,1.1,1.4,-0.1,11,37,8,2,39,39,20,14,5,18,36,50.0,19,3,16,47,16,1,1,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0,0,0,0.9,0.9,0.11,0.1,0.1,27,2.57,24,0,2,0,0,1,3,0.29,3,0,0,0,0,0,26,3,6,6,0,0,0,0,489,8,2023-2024,Attacking Midfielders,18
Paulo Gazzaniga,ar ARG,GK,Girona,31,1992,38.0,es La Liga,1473,1247,1463,10,0,0,1473,6,6,100.0,0,0.0,897,3989,2406,0,0,0,2,1,794,0,2,0,0,0,8,0,0,0,2,0,0,0,46,8,0,100.0,1094,1391,78.6,27525,19971,281,282,99.6,548,553,99.1,260,544,47.8,0,0.7,0.1,-0.7,3,17,2,0,0,2,2,0,0,2,4,50.0,0,0,0,2,12,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,11,0.29,8,3,0,0,0,0,1,0.03,1,0,0,0,0,0,321,1,5,0,0,0,0,0,1094,1,2023-2024,GK,31
Yann Gboho,fr FRA,"MF,FW",Toulouse,22,2001,13.3,fr Ligue 1,473,6,48,183,261,68,473,63,30,47.6,29,46.0,369,2966,1626,65,42,27,39,28,351,97,1,0,0,9,38,2,15,4,4,2,0,0,56,5,7,41.7,211,285,74.0,2980,816,124,152,81.6,69,86,80.2,6,10,60.0,2,1.7,1.7,0.3,18,24,18,1,48,14,6,6,2,8,23,34.8,21,1,20,18,2,0,3,23,8,34.8,1.74,0.6,0.13,0.38,17.0,0,0,0,1.2,1.2,0.05,1.8,1.8,39,2.94,27,0,7,1,4,0,7,0.53,5,0,0,0,2,0,2,5,0,0,0,0,0,0,211,26,2023-2024,Attacking Midfielders,22
Dennis Geiger,de GER,MF,Hoffenheim,25,1998,0.7,de Bundesliga,17,2,8,6,3,1,17,0,0,0.0,0,0.0,9,49,19,1,0,0,1,0,10,2,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,50.0,8,12,66.7,162,64,3,5,60.0,5,6,83.3,0,1,0.0,0,0.2,0.1,-0.2,1,3,0,0,3,1,1,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.41,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2023-2024,Central Midfielders,25
Gelabert,es ESP,"MF,FW",Toulouse,22,2000,8.4,fr Ligue 1,456,14,77,231,156,32,456,29,13,44.8,15,51.7,353,1876,691,14,17,11,23,12,336,57,1,0,0,10,14,0,9,5,8,0,0,0,45,9,10,47.4,275,356,77.2,4479,1182,143,181,79.0,101,120,84.2,21,32,65.6,2,1.3,1.0,0.7,15,21,6,1,33,14,5,6,3,7,20,35.0,8,2,6,19,8,0,1,14,4,28.6,1.67,0.48,0.07,0.25,20.1,0,0,0,0.8,0.8,0.05,0.2,0.2,21,2.5,15,3,1,1,1,0,3,0.36,2,1,0,0,0,0,16,6,3,2,5,0,3,0,275,16,2023-2024,Attacking Midfielders,22
Francesco Gelli,it ITA,"MF,DF",Frosinone,26,1996,17.3,it Serie A,914,32,181,426,319,24,914,42,13,31.0,20,47.6,508,2902,1400,42,25,10,34,14,586,87,3,0,0,15,40,1,53,11,13,0,0,0,82,15,16,48.4,604,743,81.3,8504,2316,378,412,91.7,176,217,81.1,28,66,42.4,0,2.4,2.5,-2.4,25,40,18,3,61,19,8,4,7,10,24,41.7,19,3,16,30,27,1,0,10,3,30.0,0.58,0.17,0.0,0.0,18.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7,48,2.77,27,14,1,1,4,1,3,0.17,0,2,0,0,1,0,129,2,0,52,43,18,5,1,604,18,2023-2024,Defensive-Midfielders,26
Luca Gemello,it ITA,GK,Torino,23,2000,2.0,it Serie A,122,78,120,2,0,0,122,0,0,0.0,0,0.0,87,509,405,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,95,118,80.5,2351,1529,18,18,100.0,54,54,100.0,23,44,52.3,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,95,0,2023-2024,GK,23
Valentin Gendrey,fr FRA,DF,Lecce,23,2000,33.8,it Serie A,1727,123,585,808,353,45,1727,34,16,47.1,11,32.4,810,4846,2906,77,32,6,38,20,849,86,5,0,0,27,40,3,61,35,33,0,1,0,104,53,39,57.6,1031,1380,74.7,17674,8250,512,593,86.3,425,541,78.6,83,192,43.2,3,1.6,1.8,1.4,24,106,18,7,116,55,35,16,4,30,46,65.2,40,11,29,90,99,0,2,18,5,27.8,0.53,0.15,0.11,0.4,12.6,0,0,0,1.6,1.6,0.09,0.4,0.4,63,1.86,47,7,5,2,2,0,3,0.09,2,0,1,0,0,0,347,4,2,316,0,0,0,0,1031,32,2023-2024,Defender,23
Denis Genreau,au AUS,"MF,FW",Toulouse,24,1999,5.2,fr Ligue 1,273,9,67,135,76,9,273,12,4,33.3,7,58.3,184,1019,329,6,5,2,11,4,153,27,0,0,0,9,10,0,7,6,9,0,0,0,41,6,6,50.0,148,205,72.2,2232,715,87,111,78.4,47,60,78.3,9,13,69.2,0,0.4,0.4,-0.4,6,16,3,1,14,12,6,6,0,8,15,53.3,8,1,7,18,8,0,0,3,1,33.3,0.58,0.19,0.0,0.0,22.7,0,0,0,0.4,0.4,0.12,-0.4,-0.4,13,2.52,12,0,0,1,0,0,0,0.0,0,0,0,0,0,0,8,2,0,2,0,0,0,0,148,15,2023-2024,Attacking Midfielders,24
Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,29,1994,18.1,de Bundesliga,904,34,187,474,247,41,904,4,0,0.0,3,75.0,453,1814,856,17,14,4,13,9,575,73,5,0,0,18,16,2,27,7,20,0,0,0,78,28,27,50.9,585,756,77.4,8438,2288,330,379,87.1,202,261,77.4,26,57,45.6,1,0.9,1.8,0.1,14,43,8,2,49,31,16,12,3,9,32,28.1,15,2,13,38,35,0,2,19,9,47.4,1.05,0.5,0.11,0.22,16.2,0,0,0,1.9,1.9,0.1,0.1,0.1,35,1.93,32,0,0,1,2,0,1,0.06,1,0,0,0,0,0,39,2,2,24,0,0,0,0,585,24,2023-2024,Defensive-Midfielders,29
Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,28,1995,0.6,de Bundesliga,30,0,2,11,18,3,30,4,2,50.0,2,50.0,22,150,85,2,2,0,3,0,26,5,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0.0,15,22,68.2,203,47,9,12,75.0,3,6,50.0,1,1,100.0,1,0.2,0.0,0.8,2,1,0,0,4,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,2,0,0.0,3.33,0.0,0.0,0.0,21.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,4,6.67,2,0,2,0,0,0,1,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2023-2024,Defensive-Midfielders,28
Farés Ghedjemis,fr FRA,"FW,MF",Frosinone,20,2002,2.0,it Serie A,84,2,14,29,44,11,84,7,2,28.6,5,71.4,47,360,119,7,2,5,5,2,59,19,1,0,0,2,0,1,6,1,0,0,0,0,10,1,2,33.3,48,61,78.7,638,71,29,32,90.6,15,19,78.9,1,4,25.0,0,0.1,0.1,-0.1,2,1,2,0,2,2,1,0,1,0,2,0.0,2,0,2,3,2,0,0,3,2,66.7,1.48,0.99,0.0,0.0,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,4,1.98,3,0,1,0,0,0,1,0.49,0,0,1,0,0,0,1,0,0,1,0,0,0,0,48,3,2023-2024,Attacking Midfielders,20
Saman Ghoddos,ir IRN,DF,Brentford,29,1993,8.2,eng Premier League,542,12,139,223,184,10,542,13,3,23.1,8,61.5,282,1389,717,22,12,2,10,4,313,31,5,0,0,13,9,2,42,5,19,0,0,0,39,4,12,25.0,325,448,72.5,5565,1748,164,187,87.7,131,167,78.4,27,78,34.6,0,1.1,1.0,-1.1,9,29,10,4,36,28,19,7,2,17,31,54.8,9,2,7,33,12,0,1,9,2,22.2,1.1,0.24,0.11,0.5,22.5,0,0,0,0.3,0.3,0.03,0.7,0.7,20,2.44,10,5,1,0,3,1,0,0.0,0,0,0,0,0,0,74,0,3,34,24,10,10,0,325,8,2023-2024,Defender,29
Lautaro Gianetti,ar ARG,DF,Udinese,29,1993,7.0,it Serie A,383,72,227,147,9,5,383,1,1,100.0,0,0.0,195,720,262,2,1,0,2,0,215,0,4,0,0,9,0,0,0,19,4,0,0,1,25,8,8,50.0,263,300,87.7,5442,2072,73,80,91.3,151,164,92.1,36,48,75.0,0,0.1,0.1,-0.1,1,7,0,0,4,9,7,2,0,4,5,80.0,10,6,4,28,39,0,1,3,2,66.7,0.43,0.29,0.33,0.5,9.7,0,0,0,0.4,0.4,0.13,0.6,0.6,3,0.43,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,263,4,2023-2024,Defender,29
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23,2000,35.1,eng Premier League,1879,28,217,896,801,103,1878,116,44,37.9,55,47.4,1034,5615,2866,79,61,15,78,44,1235,181,9,0,0,37,57,6,182,17,24,0,0,0,179,60,68,46.9,1046,1482,70.6,18447,6110,499,610,81.8,350,452,77.4,153,298,51.3,10,8.4,6.8,1.6,74,114,39,13,171,36,6,20,10,14,33,42.4,31,8,23,53,21,0,5,70,13,18.6,2.0,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1,149,4.25,86,38,9,7,8,1,18,0.51,14,3,0,1,0,0,214,17,17,5,97,42,45,0,1046,30,2023-2024,Attacking Midfielders,23
Samuel Gigot,fr FRA,DF,Marseille,29,1993,19.2,fr Ligue 1,1189,192,560,543,90,37,1189,5,3,60.0,2,40.0,776,4259,2453,10,17,2,9,2,710,8,7,1,0,21,14,1,6,25,22,0,1,0,80,47,16,74.6,846,964,87.8,14333,4728,349,383,91.1,436,480,90.8,36,64,56.3,0,0.9,0.5,-0.9,7,31,3,2,54,33,16,13,4,13,19,68.4,28,18,10,58,93,1,3,19,9,47.4,0.99,0.47,0.16,0.33,9.6,0,0,0,2.4,2.4,0.13,0.6,0.6,27,1.41,17,3,1,5,1,0,4,0.21,1,0,0,3,0,0,81,2,0,5,0,0,0,0,846,7,2023-2024,Defender,29
Bryan Gil,es ESP,"FW,MF",Tottenham,22,2001,2.3,eng Premier League,191,3,25,66,101,18,191,11,8,72.7,3,27.3,137,746,340,11,6,5,9,7,155,49,0,0,0,2,3,1,11,3,0,0,0,0,16,0,3,0.0,127,157,80.9,1809,344,69,81,85.2,54,62,87.1,1,2,50.0,0,0.2,0.3,-0.2,4,6,8,1,16,1,0,0,1,1,4,25.0,3,0,3,4,4,0,0,4,1,25.0,1.72,0.43,0.0,0.0,13.9,0,0,0,0.8,0.8,0.19,-0.8,-0.8,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0,2,0,0,2,0,0,0,0,127,7,2023-2024,Attacking Midfielders,22
David Gil,es ESP,GK,Cádiz,29,1994,4.1,es La Liga,166,133,164,2,0,0,166,0,0,0.0,0,0.0,71,454,282,0,0,0,0,0,40,0,1,0,0,0,2,0,0,0,0,0,0,0,2,4,0,100.0,78,152,51.3,3543,3208,4,4,100.0,18,18,100.0,55,129,42.6,0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,78,0,2023-2024,GK,29
Mario Gila,es ESP,DF,Lazio,22,2000,20.1,it Serie A,1486,149,602,797,103,10,1486,15,9,60.0,4,26.7,875,4688,2725,21,26,0,11,6,1035,12,4,1,1,21,23,1,8,20,14,0,0,0,109,29,43,40.3,1161,1294,89.7,21517,7790,454,483,94.0,545,583,93.5,135,181,74.6,0,0.5,0.8,-0.5,7,70,10,3,93,32,23,8,1,19,34,55.9,27,14,13,52,69,0,0,8,2,25.0,0.4,0.1,0.0,0.0,16.2,0,0,0,0.5,0.5,0.07,-0.5,-0.5,14,0.7,13,0,0,1,0,0,0,0.0,0,0,0,0,0,0,81,4,16,18,0,0,0,0,1161,7,2023-2024,Defender,22
Alfie Gilchrist,eng ENG,DF,Chelsea,19,2003,2.3,eng Premier League,177,14,72,57,49,5,177,1,1,100.0,0,0.0,78,263,130,1,1,0,2,2,96,4,1,0,0,4,0,0,1,3,0,0,0,0,9,2,4,33.3,121,141,85.8,1893,468,63,73,86.3,55,61,90.2,3,6,50.0,0,0.0,0.0,0.0,0,5,1,0,7,4,4,0,0,2,5,40.0,6,3,3,7,11,0,1,5,1,20.0,2.17,0.43,0.2,1.0,13.5,0,0,0,0.3,0.3,0.06,0.7,0.7,3,1.31,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,19,0,0,16,0,0,0,0,121,0,2023-2024,Defender,19
Ryan Giles,eng ENG,"DF,MF",Luton Town,23,2000,5.6,eng Premier League,273,20,81,74,119,4,273,8,4,50.0,3,37.5,116,517,241,9,5,2,7,1,129,30,0,0,0,2,2,0,49,4,6,0,0,0,21,3,0,100.0,140,218,64.2,2294,949,74,85,87.1,56,85,65.9,9,39,23.1,0,0.2,0.6,-0.2,5,10,10,6,17,8,4,3,1,2,7,28.6,2,0,2,12,22,0,0,2,2,100.0,0.36,0.36,0.0,0.0,14.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,12,2.15,8,3,1,0,0,0,0,0.0,0,0,0,0,0,0,61,0,0,41,14,6,8,0,140,8,2023-2024,Defender,23
Billy Gilmour,sct SCO,MF,Brighton,22,2001,23.6,eng Premier League,2277,67,447,1425,417,12,2277,23,8,34.8,13,56.5,1410,6287,3120,39,53,0,28,9,1871,33,8,1,0,22,30,0,34,11,16,0,0,0,132,11,20,35.5,1915,2107,90.9,29399,7671,1049,1093,96.0,703,759,92.6,106,170,62.4,1,2.0,2.5,-1.0,22,183,33,3,193,26,14,10,2,11,35,31.4,23,9,14,37,14,1,0,25,5,20.0,1.06,0.21,0.0,0.0,25.4,0,0,0,1.0,1.0,0.04,-1.0,-1.0,69,2.93,59,5,0,2,3,0,6,0.25,5,0,0,1,0,0,64,9,8,1,20,11,9,0,1915,15,2023-2024,Central Midfielders,22
Benedikt Gimber,de GER,DF,Heidenheim,26,1997,22.5,de Bundesliga,1095,146,712,353,42,26,1095,11,8,72.7,1,9.1,568,3261,1456,3,1,0,13,4,588,6,9,0,0,40,27,0,3,16,24,0,2,1,87,48,41,53.9,681,846,80.5,14351,4173,160,192,83.3,429,476,90.1,91,156,58.3,1,1.1,1.1,-0.1,3,14,0,0,25,40,25,14,1,19,35,54.3,27,17,10,56,101,1,1,18,3,16.7,0.8,0.13,0.06,0.33,12.2,0,0,0,1.4,1.4,0.08,-0.4,-0.4,8,0.36,7,0,0,1,0,0,2,0.09,2,0,0,0,0,0,36,1,3,1,0,0,0,0,681,13,2023-2024,Defender,26
